vendor_name,legal_name,headquarters_address,address,rcs_number,vat_number,social_capital,eu_contact_name,eu_contact_address,eu_contact_country,eu_contact_email
Laboratoires de Biarritz,LABORATOIRES DE BIARRITZ FRANCE SARL,"44 rue Luis Mariano, 64200 BIARRITZ","44 rue Luis Mariano, 64200 BIARRITZ",BAYONNE 848 093 167,FR68848093167,200 000 €,Bruno Collet,"44 rue Luis Mariano, 64200 BIARRITZ",France,marketplace@laboratoires-biarritz.com
Emily’s Pillow,SAS DIGILEO,1 IMPASSE BARBIER 92110 CLICHY,3 PLACE LEON DUGUIT 33000 BORDEAUX,890 694 227 R.C.S. Bordeaux,FR25890694227,1 000.00 €,Emily's Pillow SAS,3 Place Léon Duguit,,laure@emilyspillow.com
Lytess,LYTESS SAS,23 rue des hautes roches 37230 FONDETTES,23 rue des hautes roches 37230 FONDETTES,TOURS 918 510 371,FR36918510371,100 000 €,LYTESS,52 route Nationale 10 37250 Veigné,,contact-shop@lytess.com
Joe Browns,JOE BROWNS LTD,"KANDY WORK, BROWN LANE EAST, HOLBECK, LEEDS, LS11 0BT","KANDY WORK, BROWN LANE EAST, HOLBECK, LEEDS, LS11 0BT",LEEDS 2540247,GB 708406738,"17,326,057 €",Rubicon Technical,"Rubicon Technical Keizersgracht 555, Amsterdam, 1017 DR, Netherlands",,a.worthing@rubicon-bridge.com
Palladium,KSGB EUROPE,"49 rue du Dauphiné, 69800 SAINT-PRIEST","49 rue du Dauphiné, 69800 SAINT-PRIEST",LYON 504 379 009,FR89504379009,2 600 000 €,KSGB EUROPE SAS,49 Rue du Dauphiné 69800 Saint Priest,,hello@ksgb.com
Armistice,RAUTUREAU APPLE SHOES,2 Rue des Boutons d'Or CS 10002 85130 LA GAUBRETIERE,Route des Bois 35130 LA GAUBRETIERE,La Roche Sur Yon B302640008,FR 36302640008,5 297 875 €,RAUTUREAU APPLE SHOES,2 RUE DES BOUTONS D’OR 85130 LA GAUBRETIERE,,contact@armistice.fr
Dim,DIM FRANCE SAS,"2 rue des Martinets, 92500 RUEIL MALMAISON","2 rue des Martinets, 92500 RUEIL MALMAISON",Nanterre 488 727 298,FR37488727298,137 370 645€,DIM France SAS,2 rue des Martinets 92500 Rueil-Malmaison,,serviceconso@dim.com
Converse,CONVERSE NETHERLANDS BV,"Colosseum 1, 1213NL HILVERSUM, PAYS-BAS","Colosseum 1, 1213NL HILVERSUM, PAYS-BAS",Registre néerlandais 34186851,NL811576656B01,18 000€,"Converse Netherlands, B.V.","Colosseum 1, Hilversum, Netherlands  1213 NL",,helpme.europe@converse.com
Beaba,BEABA SAS,37 rue de Liège 75008 Paris Bâtiment B 7ème étage,37 rue de Liège 75008 Paris Bâtiment B 7ème étage,PARIS 352 684 377,FR 35 352 684 377,2 058 750 €,Alicia Ganeval,21 rue du moulin CS 17002 01117 BELLIGNAT CEDEX,,alicia.ganeval@beaba.com
Luminaire,Lampenwelt GmbH,"Lampenwelt GmbH, Seelbüde 13,  D-36110 Schlitz, Allemagne","Lampenwelt GmbH, Seelbüde 13,  D-36110 Schlitz, Allemagne",HRB 8407,DE815559897,35 000 €,LUQOM Holding GmbH,"Rabanusstraße 14-16, D-36037 Fulda",,info@luqom.eu
EVOLUTIV SOLUTIONS,EVOLUTIV SOLUTIONS SAS,"27 rue jacques Daguerre, ZI De brais- 44600 SAINT-NAZAIRE - FRANCE","27 rue jacques Daguerre, ZI De brais- 44600 SAINT-NAZAIRE- FRANCE",534 156 039,FR96534156039,25000€,PINEAU,15 rue de kergonan 44350 guerande,,contact@evolutiv-solutions.fr
Dyberg Larsen,DYBERG LARSEN APS,"Fabriksvej 1, 5466 ASPERUP (DANEMARK)","Fabriksvej 1, 5466 ASPERUP (DANEMARK)",ASPERUP 37329231,DK37329231,900 000 €,Dyberg Larsen ApS,"Fabriksvej 1, 5466 Asperup Danemark",,info@dyberglarsen.dk
Red Deco,BAETEMAN IMPORT EXPORT SAS,112 Rue Ampere 13830 ROQUEFORT LA BEDOULE,112 Rue Ampere 13830 ROQUEFORT LA BEDOULE,Marseille 451 950 943,FR33451950943,150 000 €,Thibaut BAETEMAN,112 rue ampère ZI plaine du caire 13830 Roquefort la bédoule France,,support@batimex-import.fr
Millumine,MILLUMINE SARL,995 rue du Coin  74970 MARIGNIER,995 rue du Coin  74970 MARIGNIER,499 215 085 RCS ANNECY,FR90499215085,20 000 €,BONIN GUILLAUME,995 RUE DU COIN 74970 MARIGNIER,,direction@millumine.com
Nordlux,NORDLUX FRANCE,"60 avenue Clément Ader, 59118 Wambrechies, France","60 avenue Clément Ader, 59118 Wambrechies, France",LILLE METROPOLE 841153786,FR65841153786,25 000.00€,Jakobsen Niels Skov,"Østre Havnegade 34,  9000 Aalborg",,nw@nordlux.com
Krea,WOODEEZ SAS,7 rue du Parc de Clagny  78000 VERSAILLES,"68, rue Louis Joseph Gay-Lussac  62220 CARVIN",810 145 334,FR37810145334,30 000 €,WOODEEZ,68 rue Louis Joseph Gay Lussac 62220 Carvin,,marketplace@woodeez.fr
DCB Groupe,DECOCHINE SAS,9 Rue Jules Verne - 44310 SAINT PHILBERT DE GRANDLIEU,9 Rue Jules Verne - 44310 SAINT PHILBERT DE GRANDLIEU,NANTES 440 765 790,FR 75 440 765 790,1 000 000 €,Sylvain MONTI,9 rue Jules Verne - 44310 SAINT PHILBERT DE GRAND LIEU,,contact@dcb-groupe.com
MX Home,MX HOME SAS,"980 avenue du peyrat, 83310 GRIMAUD","980 avenue du peyrat, 83310 GRIMAUD",FREJUS 918 620 477,FR69918620477,1 000 €,mxhome,"980 av du peyrat, 83310 grimaud",,contact@m-x-home.com
AFK Living,ART FOR KIDS SARL,115 rue de l'Abbé Groult 75015 PARIS,115 rue de l'Abbé Groult 75015 PARIS,Paris 522 500 883,FR24522500883,30 000€,Emmanuelle Toché,"115, rue de l'Abbe Groult 75015 Paris",,contact@afkliving.com
IMS,IMPORT MARKET SALES,"117 rue de Charenton, 75012 PARIS",142 rue du Chevaleret 75013 PARIS,PARIS 825 161 144,FR85 825 161 144,50 000 €,Avril Paris,"117 rue de Charenton, 75012 Paris",,sav@avril-paris.com
Benuta,BENUTA GMBH,"Hohe Str. 87, 53119 BONN, ALLEMAGNE","Hohe Str. 87, 53119 BONN, ALLEMAGNE",Bonn HRB9948,DE223399837,25 100 €,benuta GmbH,"Hohe Str. 87, 53119 Bonn (Germany)",,gpsr@benuta.com
Oonook,DOUMIE SARL,16 boulevard Saint Germain 75005 PARIS,3 avenue Division Leclerc 92160 ANTONY,PARIS 522 497 510,FR90522497510,150 000 €,CHAUDRY Makhdum,DOUMIE SARL - 3 avenue de la division Leclerc - 92160 - ANTONY,,makhdum@doumie.com
Defora Home,SINERGIA &COMATEX SL,"CALLE ELECTRICIDAD 9 (08755) CASTELLBISBAL, SPAIN","CALLE ELECTRICIDAD 9 (08755) CASTELLBISBAL, SPAIN",B64664774,ESB64664774,6 000.00 €,Sinergia & Comatex SL,"electricitat 9 (08755) Barcelona, Spain",,hola@deforahome.com
Rogon Products B.V.,ROGON PRODUCTS B.V.,"HAVERDIJK 8, 5704 RC HELMOND, PAYS-BAS","HAVERDIJK 8, 5704RC, HELMOND, NETHERLANDS",Registre néerlandais : 17080838,NL001907037B01,1 000€,Rob van Brussel,"Haverdijk 8, 5704RC, Helmond",,webshop@rogon.com
Wecon Home,Wecon home GmbH GmbH,"Am Hünengrab 5, 16928 Pritzwalk / Falkenhagen","Am Hünengrab 5, 16928 Pritzwalk / Falkenhagen",DE 249 083 683,DE249083683,300.000 €,Hans Jurgen Rosenbrand,"Djept 73, NL-5509LD, VELDHOVEN",,geschaeftsleitung@weconhome.com
Voltex,VOLTEX SAS,7 RUE GAYE MARIE 31300 TOULOUSE FRANCE,7 RUE GAYE MARIE 31300 TOULOUSE FRANCE,TOULOUSE 391 567 823,FR16391567823,38400 €,VOLTEX,"7 Rue Gaye Marie, 31300 Toulouse, France",,mp@voltex.fr
Theko,THEO  KELLER  GMBH,LOHACKERSTR: 30 - 44867 BOCHUM -- ALLEMAGNE,LOHACKERSTR: 30 - 44867 BOCHUM -- ALLEMAGNE,Amtsgericht Bochum HRB 2851,DE 127 062 436,2 000 000 €,Fred Theodor Keller,Höntroper Stra 104,,fred.keller@theko-collection.com
Bazaar Group,BGRP Limited,"UNIT 3, EASTER PARK, BAKER ROAD, CRAMLINGTON, NE23 1WQ, UK","ESSENER STRASSE 4a, 22419 HAMBURG, GERMANY",5423920,GB377610577,114 €,BGRP GmbH,"Essener Straβe 4a, 22419 Hamburg, Deutschland",,compliance@bazaar-group.com
Jumbo Bag,SAS SOLUTION-D,39 Av. JF Champollion 31400 TOULOUSE,"39 Av. JF Champollion, 31400 TOULOUSE",507 985 257,FR35507985257,81 000 €,SAS SOLUTION-D,39 avenue Jean-François Champollion 31100 Toulouse France,,contact@jumbobag.fr
Histoire de Chiffons,HISTOIRE DE CHIFFONS SARL,"80 Chemin du puits Banal, Les Verdeliéres 69380 CHARNAY","80 Chemin du puits Banal, Les Verdeliéres 69380 CHARNAY",VILLEFRANCHE SUR SAONE 498 534 288,FR 34 498 534 288,30 000 €,François BACHELET,"80, chemin du puits banal, 69380 CHARNAY",,contacts@histoiredechiffons.com
Nazar Rugs,NAZAR RUGS SAS,1625 ROUTE DE SANDILLON 45560 SAINT DENIS EN VAL,1625 ROUTE DE SANDILLON 45560 SAINT DENIS EN VAL,ORLEANS 538175498,FR15538175498,200 000.00 €,Mikail ARI,"1625 route de sandillon, Saint Denis en Val",,commercial@nazarrugs.fr
Babaflix,SAS SOLUTION-D,39 Avenue JF Champollion  31100 TOULOUSE,"39 Avenue JF Champillon, 31100 TOULOUSE",507 985 257 TOULOUSE,FR35507985257,81 000 €,SAS SOLUTION-D,39 avenue Jean-François Champollion 31100 Toulouse France,,contact@babaflix.com
The Deco Factory,SARL DECO B TO C,"13 rue des Sablons, 45140 ORMES","13 rue des Sablons, 45140 ORMES",ORLEANS 532898590,FR79532898590,10 000€,HMD,13. Rue des Sablons 45140 ORMES,,sav@thedecofactory.com
Un amour de tapis,ELIREL SAS,"12 rue des Cévènnes, 91090 LISSES","12 rue des Cévènnes, 91090 LISSES",Evry 495 399 057,FR43495399057,34 900 €,SAHINKAYA olivier,12 rue des Cévennes - 91090 Lisses - France,,serviceclient@unamourdetapis.com
Homifab,HOMIFAB,"127 Cours de l'Yser, 33800 Bordeaux","127 Cours de l'Yser, 33800 Bordeaux",BORDEAUX 829634955,FR16829634955,100 000€,HOMIFAB,127 Cours de l'Yser - 33800 BORDEAUX,,contact@homifab.com
Lafuma Mobilier,LAFUMA MOBILIER S.A.S,"6 rue Victor Lafuma, 26140 ANNEYRON","6 rue Victor Lafuma, 26140 ANNEYRON",Romans 798 689 253,FR58798689253,9 262 561€,Lafuma Mobilier SAS,6 Rue Victor Lafuma 26140 Anneyron,,claims@lafuma-mobilier.fr
Coco Spa,L'ENTREPRISE GONFLANTE,"201 rue du Canigou, 11480 LA PALME, France","201 rue du Canigou, 11480 LA PALME, France",Narbonne 898 015 789,FR31898015789,500€,Viandier Loic,"201 rue du canigou, 11480 La Palme, France",,loic@mauiultrafins.fr
WIGIWAMA,WIGIWAMA,"Nometnu strett 135A, Daugavpils, LV5414","Dzirnavu street 20, Daugavpils, LV-5401",LV40203163995,LV40203163995,2 800.00 €,Julija Springe,"Dzirnavu street 20, Daugavpils, LV-5401",Lettonie,warehouse@wigiwama.com
Camif,CAMIF,"66, Rue Jacques Daguerre 79000 NIORT","66, Rue Jacques Daguerre 79000 NIORT",NIORT 402 467 120,FR80402467120,3 145 415.00 €,Julie Medigue,"10 rue de l’angélique,  79000 BESSINES, France",,partenaires@camif.fr
French Home,FRENCH HOME SA,"8 Route de Nantes, 85110 CHANTONNAY","17 rue Georges Clemenceau, 85510 LE BOUPERE",La Roche sur Yon 811076884,FR20811076884,"150 000,00€",French Home SAS,"6 Route de Nantes, 85110 Chantonnay, France",,info@frenchhome.eu
VERTBAUDET MEUBLE,VERTBAUDET SAS,36 avenue Alfred Lefrançois 59200 Tourcoing,36 avenue Alfred Lefrançois 59200 Tourcoing,RCS Lille Metropole 397 555 327,FR68397555327,32 352 340.00  €,vertbaudet,36 avenue Alfred lefrancois 59200 Tourcoing,,signalement@vertbaudet.com
Akiten Retail,4M RETAIL SAS,1 impasse de Recouvrance 17100 SAINTES,1 impasse de Recouvrance 17100 SAINTES,879 220 374,FR80 879 220 374,116 470 €,4M RETAIL,1 IMPASSE DE RECOUVRANCE 17100 SAINTES,,contact@akiten-retail.com
Bleuu Studio,BLEUU STUDIO,"87 Rue du Fontenoy, 59100 ROUBAIX","87 Rue du Fontenoy, 59100 ROUBAIX",Lille Métropole 914647268,FR93914647268,15 000 €,Perrine Verley,"87 Rue du Fontenoy, 59100 Roubaix",,perrine@bleuu-studio.com
Lilipinso,LILIPINSO AND CO,"270 chemin des Oliviers, 34400 LUNEL","270 chemin des Oliviers, 34400 LUNEL",Montpellier B 489 393 165,FR20489393165,50 000€,GUIGOU Sandrine,270 chemin des oliviers 34400 LUNEL FRANCE,,s.guigou@lilipinso.com
H.Koenig,ADEVA - SAS,"8 rue Marc Seguin, 77290 COMPANS","8 rue Marc Seguin, 77290 COMPANS",MEAUX 479 514 093,FR87479514093,75 000 €,ADEVA,8 Rue Marc Seguin 77290 Mitry Mory,,contact@hkoenig.com
Rossignol,SOCIETE NOUVELLE ROSSIGNOL SAS,"Route de Saint Cenere, 53150 MONTSURS","Route de Saint Cenere, 53150 MONTSURS",Laval 397963844,FR24397963844,500 000€,ROSSIGNOL,Route De Saint Cenere 53150 Montsurs,,contact@rossignol.fr
Febronie,FLAMINGO PRODIGY LDA,"Travessa da Fábrica das Sedas, n.º 1 - Lisboa 125-107 - Portugal","Travessa da Fábrica das Sedas, n.º 1 - Lisboa 125-107 - Portugal",LISBONNE - 902 001 775,PT513626514,1000 €,Febronie Desage-Bonnet,18 rua das Taipas - Lisboa 1250-266- Portugal,,febronie@febronie.com
Peugeot Saveurs,Peugeot Saveurs SNC,ZA la Blanchotte 25440 QUINGEY,ZA la Blanchotte 25440 QUINGEY,676 180 169,FR83676180169,3 554 000€,Sébastien ZOTT,30 boulevard de Polangis 94500  Champigny-sur-marne,,support-france@peugeot-saveurs.com
Ligne Déco,SAS SOVACOM,6 place d’Armes 83000 TOULON,6 place d’Armes 83000 TOULON,TOULON B 326 494 994,FR43326494994,150 000 €,BLANCHY Damien,6 Place d’Armes 83000 Toulon,,d.blanchy@sovgroup.fr
pib,MAISON EN VOGUE,"29 boulevard de Courcelles, 75008 PARIS, France","29 boulevard de Courcelles, 75008 PARIS, France",Paris B 522 742 022,FR15522742022,40000 €,Sorba Vincent,"4 rue Anatole France, 94140, Alfortville",,vincent@p-i-b.com
C-création,BOUDET SAS,"2 Route de Guenroc, 22350 Caulnes, France","2 Route de Guenroc, 22350 Caulnes, France",Saint-Malo 379128143,FR77379128143,76 225 €,BOUDET SAS,"2 Route de Guenroc, 22350 Caulnes",,contact@c-creation.fr
BOBOCHIC Paris,NEGOMARKETS SAS,58-58 bis rue de Dantzig 75015 Paris,58-58 bis rue de Dantzig 75015 Paris,PARIS 814 445 375,FR 33 814 445 375,6 000 €,NEGOMARKETS SAS,5-7 Avenue de Paris 94300 Vincennes,France,negomarkets@bobochicparis.com
Garnier Thiebaut,SOCIETE DE TISSAGE DE GERARDMER GARNIER-THIEBAUT SAS,11 BOULEVARD DE GRANGES 88400 GERARDMER,11 BOULEVARD DE GRANGES 88400 GERARDMER,Epinal 334 642 220,FR49334642220,762 245 €,Marc Jacquet,11 bd de Grandes 88400 Gérardmer,,marc.jacquet@garnier-thiebaut.fr
Happy Decor Kids,MANAGEMENT INVESTMENT,"Ponce de León 4, 08960, Sant Just Desvern",Calle Professor Barraquer 36 Bajos A 08950 Esplugues de Llobregat,BARCELONA B 59 357 715,ES B 59 357 715,30 000 €,Management Investment S.L,"Ponce de León  4, 08960, Sant Just Desvern",,hdk@happydecorkids.com
Hartô,ORIZON SAS,7 Rue Jean Elysée Dupuy 69410 Champagne au mont d’or,7 Rue Jean Elysée Dupuy 69410 Champagne au mont d’or,LYON 522 713 577,FR40522713577,100 000 €,Orizon SAS,7 rue Jean Elysée Dupuy 69410 Champagne au Mont D'Or,,contact@hartodesign.com
Kipli,KIPLI SAS,"15 Rue Beautreillis, 75004 PARIS","15 Rue Beautreillis, 75004 PARIS",Paris 841 674 302,FR10841674302,"172 746,20 €",DAVIDE BALLOTTA,1 RUE BEAUTREILLIS,,davide@kipli.com
Kukoon,THE RUG HOUSE LTD,"23 Shepherds Way, Newry, BT35 6EE, UNITED KINGDOM","23 Shepherds Way, Newry, BT35 6EE, UNITED KINGDOM",NI606913,GB926046528,"400 000,00 €",Paul Vallely,23 Shepherds Way Newry BT35 6EE,,paulw@kukoon.com
Madura,MADURA ONLINE SAS,4 rue tronchet 75008 PARIS,4 rue tronchet 75008 PARIS,522420025,FR47522420025,"400 000,00 €",Madura,4 rue tronchet 75008 Paris,,marketplace@madura.fr
Naan Furniture,NAAN FURNITURE SL,"Av. Actor Antonio Ferrandis 18, 46013 Valencia","Av. Actor Antonio Ferrandis 18, 46013 Valencia",B40512733,ESB40512733,3000 €,Jose Ignacio Garcia,"Av. Azagador de la Torre, 8, 46910 Sedaví, Valencia, España",,info@naanfurniture.com
Grupo BCF,"GRUPO B C FABRICS, S.L.","P.I. SANT JOSEP, CL DE LA VENTA SN 46812 AIELO DE MALFERIT  (VALENCIA)","P.I. SANT JOSEP, CL DE LA VENTA SN 46812 AIELO DE MALFERIT  (VALENCIA)",ESB 965 278 25,ESB 965 278 25,"7 524,52 €","GRUPO BC FABRICS, S.L.",P.I. SANT JOSEP CL DE LA VENTA SN 46812 AIELO DE MALFERIT,,maria@grupobcf.com
SIA HOME,DLB SAS,9 RUE JACQUART 93310 LE PRÉ-SAINT-GERVAIS,9 RUE JACQUART 93310 LE PRÉ-SAINT-GERVAIS,BOBIGNY 951006055,FR51951006055,100 000 €,DLB SAS,9 Rue Jacquart 93310 - Le Pré-Saint-Gervais,France,contact@sia-home.com
Happywool,SAS PP YARNS & CO,139 rue des Arts 59100 - ROUBAIX,139 rue des Arts 59100 - ROUBAIX,Lille 887 797 512,FR13887797512,"15 230 630,00 €",JAMIN FANNY,139 rue des ARTS 59100 ROUBAIX,,fjamin@happywool.com
Les Jardins de la Comtesse,LJC INTERNATIONAL SAS,19-21 Rue Gardenat Lapostol - 92150 SURESNES,19-21 Rue Gardenat Lapostol - 92150 SURESNES,Nanterre 538 422 619,FR07538422619,10 000 €,Hervé GHIRINGHELLI,"19-21 rue Gardenat Lapostol, 92150 Suresnes - France",,herve@ljcinternational.com
GUZZINI PARTNER France,LA TABLE DE LIMOGES,"12-14 rue de L'Auvergne, 42440 NOIRETABLE","12-14 rue de L'Auvergne, 42440 NOIRETABLE",Saint Etienne 350966867,FR48350966867,"407 785,00 €",BOURGIER Alain,6 Boulevard Gearges Pompidou 63140 CHATEL-GUYON FRANCE,,alain.bourgier@comptoirdelimoges.fr
Monbento,MONBENTO SAS,"2 rue Michel Rocard, 63 000 Clermont Ferrand","2 rue Michel Rocard, 63 000 Clermont Ferrand",Clermont-Ferrand 511239444,FR31511239444,90 960 €,MONBENTO,2 rue Michel Rocard 63000 Clermont-Ferrand,,contact@monbento.com
Lelo,LELOI AB,"Karlavagen 41, Stockholm 11431, Sweden","Karlavagen 41, Stockholm 11431, Sweden",STOCKHOLM 556631-6708,SE556631670801,"13 068,78 €",Viktor Pilcik,"Karlavagen 41, Stockholm, 11431, Sweden",,marketplaces@lelo.com
Dorcelstore,1979 RETAIL - DORCEL,Rue Rouget de Lisle 56600 LANESTER,102 Avenue du Président Kennedy - 75016 PARIS,Lorient 490 842 440,FR14490842440,150 000 €,1979 RETAIL,Rue Rouget De Lisle  56600 Lanester,,service-achat@dorcel.com
Lollipops,RAND FRERES,8 rue Bellini 76116 PARIS,8 rue Bellini 76116 PARIS,PARIS 572 059 145,FR00572059145,10 755 900 €,Roxane COTELEA,8 rue Bellini 75116 Paris,France,rcotelea@rand.fr
Maison Close,MUSE SAS,560 avenue du Garlaban  13420 GEMENOS,259 boulevard Perier 13008 MARSEILLE,Marseille 878 760 495,FR74878760495,128 342 €,MUSE,560 AVENUE DU GARLABAN 13420 GEMENOS,,marketplace@maison-close.com
PRIMADONNA,VAN DE VELDE NV SA,"LAGEWEG 4, 9260 SCHELLEBELLE, BELGIUM","LAGEWEG 4, 9260 SCHELLEBELLE, BELGIUM",DENDERMONDE 0448 746 744,BE 448 746 744,"1 936 173,73 €",Van de Velde NV,Lageweg 4 9260 Schellebelle,,productsafety@vandevelde.eu
Réjeanne,AW INNOVATION,"1 rue Brémontier, 75017 PARIS France","1 rue Brémontier, 75017 PARIS France",PARIS 834573040,FR43834573040,60 000€,AW INNOVATION,1 rue Brémontier 75017 Paris,,bonjour@rejeanne.com
Sequoia,SEQUOIA SARL,422 rue Saint Honoré 75008 PARIS,14 RUE AUBER 75009 PARIS,PARIS 485 645 629,FR51482645629,10 000€,SEQUOIA,"422 rue Saint-Honore, 75008 Paris, France",,contact@sequoiaparis.com
Tradition des Vosges,VALRUPT TGV INDUSTRIES SAS,14 rue de la Libération 88360 RUPT-SUR-MOSELLE,14 rue de la Libération 88360 RUPT-SUR-MOSELLE,EPINAL 389 589 482,FR35389589482,800 000 €,Tradition des Vosges,14 rue de la Libération 88360 Rupt-sur-moselle,,johan@traditiondesvosges.com
We Are Jolies,Jolies Culottes,"261 avenue des Rémouleurs, 40150 Soorts-Hossegor, France","261 avenue des Rémouleurs, 40150 Soorts-Hossegor, France",PAU 819 156 845,hello@wearejolies.com,13 618.00 €,Florie DUCAMP ALBERT,261 avenue des Rémouleurs – 40150 Soorts-Hossegor,France,hello@wearejolies.com
YAY Paris,YAY - YOU ARE YOUNG EURL,"26, rue Pastourelle, 75003 PARIS",5 cité de la roquette 75011 PARIS,PARIS B 797 548 955,FR‭63797548955‬,575 €,Julie Terranova,5 cité de la Roquette,,julie.terranova@yay.paris
Smartbox,SMARTBOX GROUP LIMITED,"Joyce's Court, Block B, Joyce's Walk, Talbot Street, D01C861, DUBLIN 1","Joyce's Court, Block B, Joyce's Walk, Talbot Street, D01C861, DUBLIN 1",DUBLIN 463103,IE9693638B,10 000 €,Smartbox Group Limited,"Block B – Joyce’s Court, Joyce’s Walk, Talbot Street, D01 C861 Dublin 1 (Ireland),",,info@smartbox.com
Adam et Eve,EDC RETAIL B.V.,"Phoenixweg, 6, 9641KS Veendam, Netherlands","Phoenixweg, 6, 9641KS Veendam, Netherlands",Veendam 04086094,NL817879833B01,18.000 €,EQOM Purchasing B.V.,"Phoenixweg, 6, 9641KS Veendam, Netherlands",Pays-Bas,Legal@eqom.com
Love and Vibes,FAMILY WEB DIFFUSION SARL,"1 rue Gustave Eiffel, 31780 Castelginest","1 rue Gustave Eiffel, 31780 Castelginest",Toulouse 530 155 167,FR66530155167,1 000 000 €,FAMILY WEB DIFFUSION,1 rue Gustave Eiffel - 31780 Castelginest,,service-client@loveandvibes.fr
Miss Mary of Sweden,MISS MARY OF SWEDEN AB,"Box 1152, 501 11 Borås, Sweden","Box 1152, 501 11 Borås, Sweden",,SE556638910101,"1 085 727,11 €",Monica Johansson,"Box/1152, 501 11, Boràs, Sweden",,monica.johansson@missmary.se
Deeluxe,SAS JL26,2 Avenue Elsa Triolet   13008 MARSEILLE,2 Avenue Elsa Triolet   13008 MARSEILLE,MARSEILLE 477884969,FR60477884969,201 000€,Jean-Michel Sanchez,2 Avenue Elsa Triolet Bureaupole Bat B 13008 Marseille,,jm@deeluxe.fr
